gunungID,nama_gunung,ketinggian,kota,provinsi_gunung,provinsi_user,userID,name,keahlian,tingkat_kesulitan
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,2633,Lauryn Skinner,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,2766,Sebastian Foley,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,2835,Alison Larsen,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,2843,Isabelle Zavala,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,2871,Aisha Montoya,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,2955,Eleanor Dodson,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3085,Cassidy Bush,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3159,Grace Lee,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3167,Mazikee Bautista,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3226,Blaise Bond,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3288,Bobby Roth,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3416,Kash Pratt,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3685,Daisy Khan,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3703,Luisa Avalos,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3741,Viviana Dickerson,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3743,Kynlee Brady,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3927,Danna Galvan,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3944,Max Barnett,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,3962,Ryan Christensen,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4039,Alaina Wilson,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4179,Melody Gould,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4211,Isabelle Lu,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4267,Elisa Newman,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4278,Milo Salas,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4293,Lilith Person,Sedang,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4467,Alana Young,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4501,Edith Alfaro,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4512,Ismael Donovan,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4693,Evie French,Mahir,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4749,Kamryn Nguyen,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4928,Jeffrey Benitez,Pemula,Sulit
1,Arjuno,3339,Malang,Jawa Timur,Jawa Timur,4978,Grant Pineda,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,43,Everleigh Cain,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,133,Elise Winters,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,464,Thomas Farley,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,483,Milana Wu,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,495,Genevieve Gillespie,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,532,Trevor Schroeder,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,676,Dash Carrillo,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,790,Jasper Greer,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,897,Selah Dorsey,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,952,Nicolas Foley,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,957,Lauryn Barron,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,977,Abby Macias,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,994,Atreus Alvarez,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1068,Cannon Bullock,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1301,Reagan Ponce,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1380,Leonel Cordova,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1478,Emilio Dominguez,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1569,Avah McMillan,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1570,Rocky Johnston,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1903,Aarya Hubbard,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1926,Anders Tapia,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1977,Emerie Andrews,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,1996,Lewis Shepard,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2065,Keily Maddox,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2091,Sierra Kramer,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2110,Matias Deleon,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2226,Enrique Dyer,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2470,Walker Shaffer,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2474,Gunnar Andersen,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2519,Juniper Barber,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2549,Xiomara Guerra,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2633,Lauryn Skinner,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2766,Sebastian Foley,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2835,Alison Larsen,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2843,Isabelle Zavala,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2871,Aisha Montoya,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,2955,Eleanor Dodson,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3085,Cassidy Bush,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3159,Grace Lee,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3167,Mazikee Bautista,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3226,Blaise Bond,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3288,Bobby Roth,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3416,Kash Pratt,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3685,Daisy Khan,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3703,Luisa Avalos,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3741,Viviana Dickerson,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3743,Kynlee Brady,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3927,Danna Galvan,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3944,Max Barnett,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,3962,Ryan Christensen,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4039,Alaina Wilson,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4179,Melody Gould,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4211,Isabelle Lu,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4267,Elisa Newman,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4278,Milo Salas,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4293,Lilith Person,Sedang,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4467,Alana Young,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4501,Edith Alfaro,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4512,Ismael Donovan,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4693,Evie French,Mahir,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4749,Kamryn Nguyen,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4928,Jeffrey Benitez,Pemula,Sulit
8,Kawi,2551,Malang,Jawa Timur,Jawa Timur,4978,Grant Pineda,Pemula,Sulit
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,43,Everleigh Cain,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,133,Elise Winters,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,464,Thomas Farley,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,483,Milana Wu,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,495,Genevieve Gillespie,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,532,Trevor Schroeder,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,676,Dash Carrillo,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,790,Jasper Greer,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,897,Selah Dorsey,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,952,Nicolas Foley,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,957,Lauryn Barron,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,977,Abby Macias,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,994,Atreus Alvarez,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1068,Cannon Bullock,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1301,Reagan Ponce,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1380,Leonel Cordova,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1478,Emilio Dominguez,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1569,Avah McMillan,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1570,Rocky Johnston,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1903,Aarya Hubbard,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1926,Anders Tapia,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1977,Emerie Andrews,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,1996,Lewis Shepard,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2065,Keily Maddox,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2091,Sierra Kramer,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2110,Matias Deleon,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2226,Enrique Dyer,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2470,Walker Shaffer,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2474,Gunnar Andersen,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2519,Juniper Barber,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2549,Xiomara Guerra,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2633,Lauryn Skinner,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2766,Sebastian Foley,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2835,Alison Larsen,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2843,Isabelle Zavala,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2871,Aisha Montoya,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,2955,Eleanor Dodson,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3085,Cassidy Bush,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3159,Grace Lee,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3167,Mazikee Bautista,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3226,Blaise Bond,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3288,Bobby Roth,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3416,Kash Pratt,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3685,Daisy Khan,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3703,Luisa Avalos,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3741,Viviana Dickerson,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3743,Kynlee Brady,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3927,Danna Galvan,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3944,Max Barnett,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,3962,Ryan Christensen,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4039,Alaina Wilson,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4179,Melody Gould,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4211,Isabelle Lu,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4267,Elisa Newman,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4278,Milo Salas,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4293,Lilith Person,Sedang,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4467,Alana Young,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4501,Edith Alfaro,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4512,Ismael Donovan,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4693,Evie French,Mahir,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4749,Kamryn Nguyen,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4928,Jeffrey Benitez,Pemula,Sedang
12,Lambu,2327,Malang,Jawa Timur,Jawa Timur,4978,Grant Pineda,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,43,Everleigh Cain,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,133,Elise Winters,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,464,Thomas Farley,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,483,Milana Wu,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,495,Genevieve Gillespie,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,532,Trevor Schroeder,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,676,Dash Carrillo,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,790,Jasper Greer,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,897,Selah Dorsey,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,952,Nicolas Foley,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,957,Lauryn Barron,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,977,Abby Macias,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,994,Atreus Alvarez,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1068,Cannon Bullock,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1301,Reagan Ponce,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1380,Leonel Cordova,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1478,Emilio Dominguez,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1569,Avah McMillan,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1570,Rocky Johnston,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1903,Aarya Hubbard,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1926,Anders Tapia,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1977,Emerie Andrews,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,1996,Lewis Shepard,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2065,Keily Maddox,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2091,Sierra Kramer,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2110,Matias Deleon,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2226,Enrique Dyer,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2470,Walker Shaffer,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2474,Gunnar Andersen,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2519,Juniper Barber,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2549,Xiomara Guerra,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2633,Lauryn Skinner,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2766,Sebastian Foley,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2835,Alison Larsen,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2843,Isabelle Zavala,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2871,Aisha Montoya,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,2955,Eleanor Dodson,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3085,Cassidy Bush,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3159,Grace Lee,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3167,Mazikee Bautista,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3226,Blaise Bond,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3288,Bobby Roth,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3416,Kash Pratt,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3685,Daisy Khan,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3703,Luisa Avalos,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3741,Viviana Dickerson,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3743,Kynlee Brady,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3927,Danna Galvan,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3944,Max Barnett,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,3962,Ryan Christensen,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4039,Alaina Wilson,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4179,Melody Gould,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4211,Isabelle Lu,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4267,Elisa Newman,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4278,Milo Salas,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4293,Lilith Person,Sedang,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4467,Alana Young,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4501,Edith Alfaro,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4512,Ismael Donovan,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4693,Evie French,Mahir,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4749,Kamryn Nguyen,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4928,Jeffrey Benitez,Pemula,Sedang
14,Liman,2253,Malang,Jawa Timur,Jawa Timur,4978,Grant Pineda,Pemula,Sedang
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,43,Everleigh Cain,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,133,Elise Winters,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,464,Thomas Farley,Sedang,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,483,Milana Wu,Sedang,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,495,Genevieve Gillespie,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,532,Trevor Schroeder,Mahir,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,676,Dash Carrillo,Mahir,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,790,Jasper Greer,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,897,Selah Dorsey,Mahir,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,952,Nicolas Foley,Mahir,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,957,Lauryn Barron,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,977,Abby Macias,Sedang,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,994,Atreus Alvarez,Sedang,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,1068,Cannon Bullock,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,1301,Reagan Ponce,Mahir,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,1380,Leonel Cordova,Pemula,Sulit
15,Mahameru,3676,Malang,Jawa Timur,Jawa Timur,1478,Emilio Dominguez,Sedang,Sulit
